1645240,2022-11-30T09:42:38,1669801358,723116558
1645240,2022-11-30T10:16:33,1669803393,723118593
1645240,2022-11-30T10:16:56,1669803416,723118616
1645240,2022-11-30T10:59:16,1669805956,723121156
1645240,2022-11-30T11:10:30,1669806630,723121830
1645240,2022-11-30T11:10:42,1669806642,723121842
1645240,2022-11-30T11:27:18,1669807638,723122838
1645240,2022-11-30T11:27:33,1669807653,723122853
1645240,2022-11-30T11:27:41,1669807661,723122861
1645240,2022-11-30T11:27:43,1669807663,723122863
1645240,2022-11-30T11:27:57,1669807677,723122877
1645240,2022-11-30T11:27:58,1669807678,723122878
1645240,2022-11-30T11:41:21,1669808481,723123681
1645240,2022-11-30T11:46:01,1669808761,723123961
1645240,2022-11-30T11:49:12,1669808952,723124152
1645240,2022-11-30T15:16:30,1669821390,723136590
1645240,2022-11-30T15:36:18,1669822578,723137778
1645240,2022-11-30T15:37:12,1669822632,723137832
1645240,2022-11-30T15:38:53,1669822733,723137933
1645240,2022-11-30T15:39:09,1669822749,723137949
1645240,2022-11-30T15:39:27,1669822767,723137967
1645240,2022-11-30T15:39:38,1669822778,723137978
1645240,2022-11-30T15:39:55,1669822795,723137995
1645240,2022-11-30T15:40:05,1669822805,723138005
1645240,2022-11-30T15:40:19,1669822819,723138019
1645240,2022-11-30T15:40:30,1669822830,723138030
1645240,2022-11-30T15:40:53,1669822853,723138053
1645240,2022-11-30T15:41:10,1669822870,723138070
1645240,2022-11-30T15:41:32,1669822892,723138092
1645240,2022-11-30T15:41:43,1669822903,723138103
1645240,2022-11-30T15:42:03,1669822923,723138123
1645240,2022-11-30T15:42:17,1669822937,723138137
1645240,2022-11-30T15:42:48,1669822968,723138168
1645240,2022-11-30T15:43:09,1669822989,723138189
1645240,2022-11-30T15:43:35,1669823015,723138215
1645240,2022-11-30T15:43:46,1669823026,723138226
1645240,2022-11-30T15:43:59,1669823039,723138239
1645240,2022-11-30T15:44:09,1669823049,723138249
1645240,2022-11-30T15:44:25,1669823065,723138265
1645240,2022-11-30T15:44:37,1669823077,723138277
1645240,2022-11-30T15:45:35,1669823135,723138335
1645240,2022-11-30T15:47:50,1669823270,723138470
